Sample,Elapsed_s,X_m,Y_m,Heading_deg,Command_X,Command_Y,Command_Z,LidarLocalizationValid
1,0.062000000034458935,0.0,-0.0,0.0,0.0,0.0,0.0,True
2,0.1720000000204891,0.0,-0.0,-0.010009765625,0.0,0.0,0.0,True
3,0.28100000001722947,0.0,-0.0,0.0,0.0,0.0,0.0,True
4,0.40600000001722947,0.0,-0.0,0.0099945068359375,0.0,0.0,0.0,True
5,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,True
6,0.625,0.0,-0.0,0.0,0.0,0.0,0.0,True
7,0.7339999999967404,0.0,-0.0,0.0,0.0,0.25,0.0,True
8,0.8429999999934807,0.0,-0.0,0.0,0.0,0.25,0.0,True
9,0.9679999999934807,0.018535840562653758,-0.0010784464101587217,0.6699981689453125,0.0,0.25,0.0,True
10,1.0780000000377186,0.028833187226015747,-0.0012701870075974477,0.8899993896484375,0.0,0.25,0.0,True
11,1.187000000034459,0.03958476718725255,-0.0012137898854037124,1.0399932861328125,0.0,0.25,0.0,True
12,1.297000000020489,0.048713946310081316,-0.0010675589017803445,1.1699981689453125,0.0,0.25,0.0,True
13,1.4060000000172295,0.05586719490127012,-0.00013158914797405702,1.239990234375,0.0,0.25,0.0,True
14,1.5310000000172295,0.0619805304667592,0.0013464119337146935,1.0999908447265625,0.0,0.25,0.0,True
15,1.625,0.07374546789255795,0.0015505711075700685,0.989990234375,0.0,0.25,0.0,True
16,1.75,0.07858172088151455,0.0031561157210843937,0.8699951171875,0.0,0.25,0.0,True
17,1.8589999999967404,0.09619178356636898,0.004360065892897986,0.6599884033203125,0.0,0.25,0.0,True
18,1.9679999999934807,0.10746880082166246,0.00409938712609184,0.6199951171875,0.0,0.25,0.0,True
19,2.062000000034459,0.11922737538891173,0.003973126864037938,0.6299896240234375,0.0,0.25,0.0,True
20,2.187000000034459,0.13134367124208227,0.0036385351362837708,0.5699920654296875,0.0,0.25,0.0,True
21,2.297000000020489,0.14286073019978085,0.003377520361131211,0.6100006103515625,0.0,0.25,0.0,True
22,2.4060000000172295,0.15461923394919766,0.0032536902991804114,0.6199951171875,0.0,0.25,0.0,True
23,2.51500000001397,0.16649541101614881,0.0029166294714865603,0.5999908447265625,0.0,0.25,0.0,True
24,2.625,0.17825387883662405,0.0027922662003611446,0.6299896240234375,0.0,0.25,0.0,True
25,2.7339999999967404,0.18977097146650712,0.0025321521107001966,0.6199951171875,0.0,0.25,0.0,True
26,2.8429999999934807,0.20008655608534598,0.0021418381316866608,0.67999267578125,0.0,0.25,0.0,True
27,2.9530000000377186,0.22611900262718235,0.0014974739411273991,0.67999267578125,0.0,0.25,0.0,True
28,3.062000000034459,0.2378758347751473,0.0012249008957262106,0.67999267578125,0.0,0.25,0.0,True
29,3.172000000020489,0.2499917213516393,0.0008811303287956988,0.649993896484375,0.0,0.25,0.0,True
30,3.2810000000172295,0.26174856062494245,0.000608714390031867,0.709991455078125,0.0,0.25,0.0,True
31,3.39000000001397,0.2731442795841362,0.00025964749378419897,0.739990234375,0.0,0.25,0.0,True
32,3.5,0.28249903269043447,-0.00014225769422490843,0.709991455078125,0.0,0.25,0.0,True
33,3.6089999999967404,0.29653578020733,-0.0003962537080988476,0.80999755859375,0.0,0.25,0.0,True
34,3.7179999999934807,0.30817075818145867,-0.0007707687330540853,0.839996337890625,0.0,0.25,0.0,True
35,3.8280000000377186,0.3199243526888247,-0.0012258588805869497,0.8699951171875,0.0,0.25,0.0,True
36,3.937000000034459,0.3316822305435137,-0.0013959028419697425,0.8499908447265625,0.0,0.25,0.0,True
37,4.062000000034459,0.35507672046361693,-0.0018413558162769937,0.9699859619140625,0.0,0.25,0.0,True
38,4.1560000000172295,0.36766826820681386,-0.0023847379435002767,0.8199920654296875,0.0,0.25,0.0,True
39,4.26500000001397,0.3793050313588716,-0.0026303969222870077,0.8799896240234375,0.0,0.25,0.0,True
40,4.375,0.3905850318652518,-0.002658615171973742,0.839996337890625,0.0,0.25,0.0,True
41,4.48399999999674,0.40257867151932697,-0.0031127628250946972,0.7899932861328125,0.0,0.25,0.0,True
42,4.592999999993481,0.4142177204154787,-0.0031986488432615146,0.769989013671875,0.0,0.25,0.0,True
43,4.703000000037719,0.42573390365231634,-0.0034957602669235138,0.7899932861328125,0.0,0.25,0.0,True
44,4.812000000034459,0.43748989675683403,-0.0038004408809099235,0.779998779296875,0.0,0.25,0.0,True
45,4.922000000020489,0.4491289671367519,-0.003885594369966018,0.7299957275390625,0.0,0.25,0.0,True
46,5.047000000020489,0.4606452896160034,-0.004176864052608859,0.7599945068359375,0.0,0.25,0.0,True
47,5.1560000000172295,0.48535722683681226,-0.004791751504370762,0.7299957275390625,0.0,0.25,0.0,True
48,5.26500000001397,0.4971136675388523,-0.005079755376395724,0.7299957275390625,0.0,0.25,0.0,True
49,5.375,0.5086280163206894,-0.0055102240446268545,0.7899932861328125,0.0,0.25,0.0,True
50,5.48399999999674,0.5205051565137646,-0.005746830275366824,0.779998779296875,0.0,0.25,0.0,True
51,5.592999999993481,0.5321422762871681,-0.00597579152300681,0.79998779296875,0.0,0.25,0.0,True
52,5.703000000037719,0.5434163588617805,-0.006413367473577793,0.8199920654296875,0.0,0.25,0.0,True
53,5.812000000034459,0.5551725972030851,-0.00672157990323765,0.80999755859375,0.0,0.25,0.0,True
